video_name,video_id,like_count,view_count,comment_count
Hannah Brencher: Love letters to strangers,LVFVaWCV1TE,4536,326745,225
"Leah Buechley: How to ""sketch"" with electronics",vTBp0Z5GPeI,1149,51929,173
David Binder: The arts festival revolution,dcGkiiSe-J0,34,2039,4
Daphne Bavelier: Your brain on video games,FktsFcooIG8,176487,6794257,20694
Amos Winter: The cheap all-terrain wheelchair,k6qTwqiHnAM,4330,498810,540
Sleepy Man Banjo Boys: Teen wonders play bluegrass,BNHGY0PB1UU,9026,1380122,441
Louie Schwartzberg: Nature. Beauty. Gratitude.,8lXYZ6s3Dfk,5514,306675,133
Candy Chang: Before I die I want to ...,uebxlIrosiM,9543,714593,789
Ernesto Sirolli: Want to help someone? Shut up and listen!,chXsLtHqfdM,14565,816307,422
Jonas Eliasson: How to solve traffic jams,CX_Krxq5eUI,2882,252043,491
Janine Shepherd: A broken body isn't a broken person,_ltDJynTduY,5767,281974,342
Munir Virani: Why I love vultures,yhyzTTaMN7E,1417,93610,96
"Paolo Cardini: Forget multitasking, try monotasking",0YNeyBANrTI,3580,372566,319
Bobby Ghosh: Why global jihad is losing,OMygIvEMohg,109,16899,36
Ludwick Marishane: A bath without water,MpYrJs0rX84,3525,232112,239
Jeff Smith: Lessons in business ... from prison,zWxFhFZJDks,976,82825,159
Nina Tandon: Could tissue engineering mean personalized medicine?,_7TKiFRkKGY,110,6948,5
Lemon Andersen: Please don't take my Air Jordans,WT7VMrxTPPA,3722,269679,262
"Ellen 't Hoen: Pool medical patents, save lives",hGbJclE-Tw4,195,8252,39
Markham Nolan: How to separate fact and fiction online,sNV4yIyXXX0,2124,210419,158
"Maz Jobrani: A Saudi, an Indian and an Iranian walk into a Qatari bar ...",9kxL9Cf46VM,190714,18489498,7700
Marcus Byrne: The dance of the dung beetle,eosckjQ4mJ0,1175,83647,91
Ben Saunders: Why bother leaving the house?,4jBB5iibKy0,3359,361200,219
"Robin Chase: Excuse me, may I rent your car?",PVP3VaC4NrI,46,2535,6
Molly Crockett: Beware neuro-bunk,b64qvG2Jgro,2380,150326,248
"Steven Addis: A father-daughter bond, one photo at a time",txxOrXPNzpo,1528,99103,76
Adam Davidson: What we learned from teetering on the fiscal cliff,3u_QlcGCHUU,584,37674,160
Ronny Edry: Israel and Iran: A love story?,6Lp-NMaU0r8,7983,437670,1682
Karen Thompson Walker: What fear can teach us,OwgWkUIm9Gc,4755,440810,447
Hadyn Parry: Re-engineering mosquitos to fight disease,cpsRAk5HpK4,1601,96064,398
Don Levy: A cinematic journey through visual effects,H4iRPytrnJo,798,78194,77
Jonathan Haidt: How common threats can make common (political) ground,v3o-F94S4FI,1509,73294,196
Sue Austin: Deep sea diving ... in a wheelchair,PCWIGN3181U,4979,529007,646
Jarrett J. Krosoczka: How a boy became an artist,_k0ywFgMpFk,2800,132874,151
Boghuma Kabisen Titanji: Ethical riddles in HIV research,FcecqQkyKoM,386,50321,59
Andy Puddicombe: All it takes is 10 mindful minutes,qzR62JJCMBQ,107935,5450803,2431
Angela Patton: A father-daughter dance ... in prison,MNhCvM5pjfs,978,69788,103
"Ellen Jorgensen: Biohacking -- you can do it, too",AWEpeW7Ojzs,3128,187241,274
"Cameron Russell: Looks aren't everything. Believe me, I'm a model.",KM4Xe6Dlp0Y,517368,30458792,25442
Richard Weller: Could the sun be good for your heart?,Lh9lDWPMWrM,1232,88993,82
Colin Stokes: How movies teach manhood,ueOqYebVhtc,120235,3365110,9022
Janine di Giovanni: What I saw in the war,k2hQL9Zrokk,1113,73245,171
Colin Powell: Kids need structure,NhYnouvrG_8,3196,210908,820
Steven Schwaitzberg: A universal translator for surgeons,GvGAIGbnX7E,293,22663,66
Leslie Morgan Steiner: Why domestic violence victims don't leave,V1yW5IsnSjo,80977,4683097,10261
Wingham Rowan: A new kind of job market,v22SdEMzxO4,610,57755,128
Mitch Resnick: Let's teach kids to code,Ok6LbV6bqaE,3037,256046,203
iO Tillett Wright: Fifty shades of gay,VAJ-5J21Rd0,16552,646108,1432
Fahad Al-Attiya: A country with no water,dv3E6ESTp30,1553,151590,227
Kid President: I think we all need a pep talk,l-gQLqv9f4o,370464,49574979,0
Zahra' Langhi: Why Libya's revolution didn't work -- and what might,ZyQv5SL11V0,62,17831,13
Tyler DeWitt: Hey science teachers -- make it fun,6OaIdwUdSxE,19930,604696,1424
Cesar Kuriyama: One second every day,7uN4I1wEOXE,4571,245079,358
Lee Cronin: Print your own medicine,SOplWvrjnS4,85,5118,19
Edi Rama: Take back your city with paint,oDNgnrt_D8w,1178,77929,156
Shabana Basij-Rasikh: Dare to educate Afghan girls,Ka70-Hb1wFE,2958,183712,266
"Erik Schlangen: A ""self-healing"" asphalt",xP3-W546HYs,1633,169812,191
James B. Glattfelder: Who controls the world?,NgbqXsA62Qs,6064,543559,808
Esther Perel: The secret to desire in a long-term relationship,sa0RUmGTCYY,151862,7974724,2552
"Young-ha Kim: Be an artist, right now!",zRvDWVfib2c,4595,189801,269
"Miguel Nicolelis: A monkey that controls a robot with its thoughts. No, really.",CR_LBcZg_84,4148,248827,588
Keith Chen: Could your language affect your ability to save money?,lw3YTbubyjI,3536,250370,331
Afra Raymond: Three myths about corruption,yq3TQoMjXTw,2424,152596,422
Andreas Schleicher: Use data to build better schools,7Xmr87nsl74,1288,102714,131
Michael Dickinson: How a fly flies,9OgidK7dRW0,408,28094,49
Bruce Feiler: Agile programming -- for your family,J6oMG7u9HGE,2839,217399,101
"Bruno Maisonnier: Dance, tiny robots!",ww9ClmCWBr0,1353,141198,186
Sugata Mitra: Build a School in the Cloud,y3jYVe1RGaU,12178,721930,632
Jennifer Granholm: A clean energy proposal -- race to the top!,XuNgH74BpG0,102,5698,13
Amanda Palmer: The art of asking,xMj_P_6H69g,109374,6240782,4297
Allan Savory: How to fight desertification and reverse climate change,vpTHi7O66pI,162590,5922053,18571
Edith Widder: How we found the giant squid,rXkOPv3wVZw,10180,730266,713
Ron Finley: A guerilla gardener in South Central LA,EzZzZ_qpZ4w,39468,1531170,1920
Kakenya Ntaiya: A girl who demanded school,m-vyBpWueu4,3233,180297,222
Shane Koyczan: To This Day ... for the bullied and beautiful,sa1iS1MqUy4,107483,4123162,4354
Dan Pallotta: The way we think about charity is dead wrong,bfAzi6D5FpM,19348,1104686,1422
David Anderson: Your brain is more than a bag of chemicals,D9xJl4S6NsM,3100,165925,337
Stewart Brand: The dawn of de-extinction. Are you ready?,XKc9MJDeqj0,4841,265566,1031
"Bono: The good news on poverty (Yes, there's good news)",BdDkF0Lw-ag,3052,249263,717
Catarina Mota: Play with smart materials,_QwRsVyk7us,1401,82531,145
Danny Hillis: The Internet could crash. We need a Plan B,AOEQ9GteWbg,2102,128976,317
"Elon Musk: The mind behind Tesla, SpaceX, SolarCity ...",IgKWPdJWuBQ,66885,4029052,3360
Hyeonseo Lee: My escape from North Korea,PdxPCeWw75k,654013,22104747,26562
Francis Collins: We need better drugs -- now,dSFZJk6qCcc,127,8878,18
Eric Whitacre: Virtual Choir Live,cnQFvrWDYsU,5749,368488,402
Jessica Green: We're covered in germs. Let's design for that.,QoyBYYpal1Y,869,50990,82
Mark Shaw: One very dry demo,z5L_vPkorBU,2472,237319,411
Richard Turere: My invention that made peace with lions,RAoo--SeUIk,9162,628462,0
"Colin Camerer: When you're making a deal, what's going on in your brain?",uKByBgqxOw4,1878,187116,146
Katherine Kuchenbecker: The technology of touch,6wJ9Aakddng,1741,396656,84
Kees Moeliker: How a dead duck changed my life,vUQLN4o63SY,2601,161532,173
"Sanjay Dastoor: A skateboard, with a boost",v19OlWvdUSg,5419,585258,999
"Lawrence Lessig: We the People, and the Republic we must reclaim",mw2z9lV3W1g,6817,297889,807
"Skylar Tibbits: The emergence of ""4D printing""",0gMCZFHv9v8,10977,1101859,881
"Ken Jennings: Watson, Jeopardy and me, the obsolete know-it-all",b2M-SeKey4o,4460,253783,435
Freeman Hrabowski: 4 pillars of college success in science,9EglK8Mk18o,1785,102791,127
Keller Rinaudo: A mini robot -- powered by your phone,ayMn1T3nQUQ,77,7092,4
Dan Ariely: What makes us feel good about our work?,5aH2Ppjpcho,12881,1096977,349
Eric Dishman: Health care should be a team sport,VT3XyORCFDA,922,122606,89
Laura Snyder: The Philosophical Breakfast Club,jc_-Y9rDN2g,1376,117019,239
Rose George: Let's talk crap. Seriously.,ZmSF9gVz9pg,2659,174209,218
Thomas Insel: Toward a new understanding of mental illness,PeZ-U0pj9LI,2193,197382,228
Joshua Prager: In search of the man who broke my neck,3Z6x5t5A9so,4017,222221,448
"Andres Lozano: Parkinson's, depression and the switch that might turn them off",gZCgWmose3c,3163,187752,347
BLACK: My journey to yo-yo mastery,gnuFrtTNUTc,138477,13695884,8272
John McWhorter: Txtng is killing language. JK!!!,UmvOgW6iV2s,9958,588521,962
"Robert Gordon: The death of innovation, the end of growth",PYHd7rpOTe8,1563,145411,603
Erik Brynjolfsson: The key to growth? Race with the machines,sod-eJBf9Y0,2165,153719,289
Michael Stevens: How much does a video weigh?,yzQDFKY2uEI,15009,627446,1359
"Jennifer Healey: If cars could talk, accidents might be avoidable",bmFhWr693is,671,49002,264
David Pogue: 10 top time-saving tech tips,QoT0-2vu9m4,5345,700976,458
Nilofer Merchant: Got a meeting? Take a walk,iE9HMudybyc,7734,638907,198
Taylor Wilson: My radical plan for small nuclear fission reactors,5HL1BEC024g,20097,1240024,3224
Sebastião Salgado: The silent drama of photography,qH4GAXXH29s,12953,718671,342
"Juan Enriquez: Your online life, permanent as a tattoo",Fu1C-oBdsMM,2886,291848,155
Rita Pierson: Every kid needs a champion,SFnMTHhKdkw,87554,6934423,1674
Timothy Bartik: The economic case for preschool,P1pD6zi-lbU,22,1146,12
ShaoLan: Learn to read Chinese ... with ease!,troxvPRmZm8,141549,3404043,5726
Bill Gates: Teachers need real feedback,81Ub0SMxZQo,49383,2444653,1149
Ramsey Musallam: 3 rules to spark learning,YsYHqfk0X2A,3637,411327,87
"Pearl Arredondo: My story, from gangland daughter to star teacher",BImnT7lcLDE,716,68372,87
"Malcolm London: ""High School Training Ground""",_Il70mlj38o,3783,285917,112
Geoffrey Canada: Our failing schools. Enough is enough!,vY2l2xfDBcE,7893,506734,640
Angela Lee Duckworth: Grit: The power of passion and perseverance,H14bBuluwB8,247068,15902847,5453
Ken Robinson: How to escape education's death valley,wX78iKhInsc,145243,6768550,6030
Meg Jay: Why 30 is not the new 20,vhhgI4tSMwc,97796,4308376,9570
Maria Bezaitis: Why we need strangeness,os69gEFXUW4,963,125873,148
Liu Bolin: The invisible man,zHmKnMKzoeI,1105,123571,224
"Jay Silver: Hack a banana, make a keyboard!",kiUnJ1d8vvw,4330,220979,221
Sergey Brin: Why Google Glass?,IessjPY9gwI,3174,309861,779
Peter Singer: The why and how of effective altruism,Diuv3XZQXyc,12004,696817,1271
Phil Hansen: Embrace the shake,YrZTho_o_is,10213,673574,320
Judy MacDonald Johnston: Prepare for a good end of life,6We_1bXRBOk,1181,94936,188
Alastair Parvin: Architecture for the people by the people,Mlt6kaNjoeI,5411,292930,241
"Ji-Hae Park: The violin, and my dark night of the soul",ZMGZQZRIsJE,60312,3399971,2748
Paola Antonelli: Why I brought Pac-Man to MoMA,YzGjO5aHShQ,1904,109442,197
Jackson Katz: Violence against women -- it's a men's issue,ElJxUVJ8blw,8712,394790,2348
Hendrik Poinar: Bring back the woolly mammoth!,O8e8Ttfz-pY,2924,244149,522
Lisa Bu: How books can open your mind,6ibCtsHgz3Y,106246,3224606,1439
"Andrew Solomon: Love, no matter what",9EVEmZ2c_es,19459,1026595,801
Alex Laskey: How behavioral science can lower your energy bill,4cJ08wOqloc,2009,131121,145
"Anas Aremeyaw Anas: How I named, shamed and jailed",LRTTPs-AujA,3053,231005,293
Denise Herzing: Could we speak the language of dolphins?,CQ5dRyyHwfM,11156,520003,1107
Martin Villeneuve: How I made an impossible film,gtpTd3ywwiE,1318,84901,114
Andrew McAfee: What will future jobs look like?,cXQrbxD9_Ng,12993,1269056,1029
Raffaello D'Andrea: The astounding athletic power of quadcopters,w2itwFJCgFQ,129340,10783218,4887
George Papandreou: Imagine a European democracy without borders,y9ALB39wRKo,848,65737,466
Daniel Suarez: The kill decision shouldn't belong to a robot,pMYYx_im5QI,1830,76513,389
Manal al-Sharif: A Saudi woman who dared to drive,vNpmq6Ok-QQ,6246,371370,1146
Didier Sornette: How we can predict the next financial crisis,C_eFjLZqXt8,1677,159072,207
"Juliana Rotich: Meet BRCK, Internet access built for Africa",qsJYrwzfd6w,911,73832,104
Joseph Kim: The family I lost in North Korea. And the family I gained.,nLeeTVmVrtA,52666,1734680,2454
Paul Pholeros: How to reduce poverty? Fix homes,XDBWEKBq0_w,1288,81417,129
Camille Seaman: Photos from a storm chaser,MgOVOCUuScE,1747,210552,100
Lesley Hazleton: The doubt essential to faith,6ORDQFh0Byw,9390,383639,1692
Peter Attia: Is the obesity crisis hiding a bigger problem?,sjJrXHWLP_M,1274,81171,91
Bob Mankoff: Anatomy of a New Yorker cartoon,FKxaL8Iau8Q,3667,325562,161
"Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger",ErexJkoDhGI,1000,51420,223
Rodney Brooks: Why we will rely on robots,nA-J0510Pxs,1860,195495,369
Eric X. Li: A tale of two political systems,s0YjL9rZyR0,28627,1128434,11354
Joel Selanikio: The big-data revolution in healthcare,Mb8x6vLcggc,541,62446,81
Jinha Lee: Reach into the computer and grab a pixel,rJ33ixP9QG0,3032,120727,257
Sleepy Man Banjo Boys: Bluegrass virtuosity from ... New Jersey?,fB8UTheTR7s,63265,8541396,2565
Charmian Gooch: Meet global corruption's hidden players,gE9KAJ8ui3A,169,9438,19
Michael Green: Why we should build wooden skyscrapers,Xi_PD5aZT7Q,5260,295935,761
The interspecies internet? An idea in progress,wGMLhaa98GI,1285,80080,289
Jack Andraka: A promising test for pancreatic cancer ... from a teenager,g-ycQufrgK4,6286,495328,679
Al Vernacchio: Sex needs a new metaphor. Here's one ...,xF-CX9mAHPo,3958,353226,629
Bernie Krause: The voice of the natural world,uTbA-mxo858,3840,185665,165
Gavin Pretor-Pinney: Cloudy with a chance of joy,lhP52caGW6s,2327,131562,124
Pico Iyer: Where is home?,3m6dV7Xo3Vc,6592,414750,230
Two young scientists break down plastics with bacteria,geE5Bd9XQag,27,4826,0
Tom Thum: The orchestra in my mouth,DFjIi2hxxf0,812681,36609962,20489
John Searle: Our shared condition -- consciousness,eqDgt12m26c,3416,209902,609
Kate Stone: DJ decks made of ... paper,y9wzax_PtIo,1240,76925,0
"Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson",GhpFTQfiqCs,1631,122573,125
Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency.,cb-ts8fUhB8,1432,107894,306
Tania Luna: How a penny made me feel like a millionaire,WTFi99e4RXU,2706,168210,182
Bastian Schaefer: A 3D-printed jumbo jet?,7oQY0uC52jY,1245,126372,214
Eli Beer: The fastest ambulance? A motorcycle,d0LQCXCiW8g,2132,146427,172
"Julie Taymor: Spider-Man, The Lion King and life on the creative edge",SN7wO06Yz1E,1567,167787,117
Peter van Manen: Better baby care -- thanks to Formula 1,Ht2fzax9wV0,1117,81427,65
Beardyman: The polyphonic me,dIh8KBOOkYU,28237,1670784,1480
Daniel H. Cohen: For argument's sake,JTN9Nx8VYtk,3227,265311,345
Jinsop Lee: Design for all 5 senses,N6wjC0sxD2o,16081,580032,463
Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets,gIbIewxHQrk,2377,112874,402
Eleanor Longden: The voices in my head,syjEN3peCJw,45123,2535507,2483
Derek Paravicini and Adam Ockelford: In the key of genius,3S1HK7LQY2I,16967,1424414,1381
Margaret Heffernan: The dangers of willful blindness,Kn5JRgz3W0o,3274,181821,333
Shigeru Ban: Emergency shelters made from paper,q43uXdOKPD8,6919,376254,231
Russell Foster: Why do we sleep?,LWULB9Aoopc,37547,2866225,2022
Steve Ramirez and Xu Liu: A mouse. A laser beam. A manipulated memory.,EXo3qA9V3eI,2085,139822,295
May El-Khalil: Making peace is a marathon,u1K6hnm09xs,2102,4065848,143
Adam Spencer: Why I fell in love with monster prime numbers,B4xOFsygwr4,5276,296352,327
Kelly McGonigal: How to make stress your friend,RcGyVTAoXEU,277767,16433087,5495
Chrystia Freeland: The rise of the new global super-rich,d6NKdnZvdoo,5444,450532,2148
Alexa Meade: Your body is my canvas,UMn2q35HBeQ,4537,308684,268
"George Monbiot: For more wonder, rewild the world",8rZzHkpyPkc,5380,255695,464
Jake Barton: The museum of you,pa-YuxyRDuw,653,52517,84
Ron McCallum: How technology allowed me to read,QoTSdOkjEVs,1377,79139,116
Sonia Shah: 3 reasons we still haven’t gotten rid of malaria,SF242mxtZN8,1934,186637,240
Apollo Robbins: The art of misdirection,GZGY0wPAnus,550856,27804593,12989
James Lyne: Everyday cybercrime -- and what you can do about it,fSErHToV8IU,6110,416062,411
Marla Spivak: Why bees are disappearing,dY7iATJVCso,9366,611267,986
Eric Berlow and Sean Gourley: Mapping ideas worth spreading,kv_uyUTx5Po,1139,71239,94
Andras Forgacs: Leather and meat without killing animals,7gXq1ml6B1E,5888,287212,840
Benjamin Barber: Why mayors should rule the world,P-lBlZ3hqKc,1442,181468,299
Elizabeth Loftus: How reliable is your memory?,PB2OegI6wvI,36250,2494595,2196
Stuart Firestein: The pursuit of ignorance,nq0_zGzSc8g,19333,1353249,1371
Onora O'Neill: What we don't understand about trust,1PNX6M_dVsk,2107,262723,215
James Flynn: Why our IQ levels are higher than our grandparents',9vpqilhW9uI,50397,3133292,5082
Kevin Breel: Confessions of a depressed comic,VYs05qPycYQ,3434,837320,373
Malcolm Gladwell: The unheard story of David and Goliath,ziGD7vQOwl8,71862,5478675,17755
Kelli Swazey: Life that doesn't end with death,ZCRC5_0kfiw,1141,127895,298
Amy Webb: How I hacked online dating,d6wG_sAdP0U,78159,4172755,0
Fabian Oefner: Psychedelic science,Mh3_wYHdeVs,2828,215221,221
Jason Pontin: Can technology solve our big problems?,ZB50BfYlsDc,2055,184245,306
Michael Porter: The case for letting business solve social problems,0iIh5YYDR2o,10575,962697,636
Michael Sandel: Why we shouldn't trust markets with our civic life,3nsoN-LS8RQ,13792,622023,913
Janette Sadik-Khan: New York's streets? Not so mean any more,LujWrkYsl64,1489,103618,109
Trita Parsi: Iran and Israel: Peace is possible,8w-OZFBcwZc,899,65027,242
Gary Slutkin: Let's treat violence like a contagious disease,CZNrOzgNWf4,2295,184694,365
Andrew Fitzgerald: Adventures in Twitter fiction,J6ZzmqDMhi0,602,85606,46
Jeff Speck: The walkable city,Wai4ub90stQ,7690,373266,488
Amanda Bennett: We need a heroic narrative for death,r_qYQXRVP0k,1091,191840,164
Iwan Baan: Ingenious homes in unexpected places,SxwLfSlkJDI,2548,186867,122
Alessandro Acquisti: What will a future without secrets look like?,H_pqhMO3ZSY,2818,203118,170
Hetain Patel: Who am I? Think again,FPhHHtn8On8,8488,994960,549
Steve Howard: Let's go all-in on selling sustainability,buH_vs7LFzw,2331,199732,221
Charles Robertson: Africa's next boom,2K-P7Hv_Zwg,1085,101733,253
Parul Sehgal: An ode to envy,_x1qkuvUxuI,3360,194076,179
Gian Giudice: Why our universe might exist on a knife-edge,b8z6HfSq7l8,13111,997159,1421
Xavier Vilalta: Architecture at home in its community,2G0wQfUl9EU,874,83218,78
"Mariana Mazzucato: Government -- investor, risk-taker, innovator",3r1IPsldbBg,3763,209104,594
Mohamed Hijri: A simple solution to the coming phosphorus crisis,D1xT2tevnIs,1120,64365,155
"Abha Dawesar: Life in the ""digital now""",lV3trdyDdHE,1297,158560,181
Holly Morris: Why stay in Chernobyl? Because it's home.,93hbqLBp_HI,1032,70659,143
Dong Woo Jang: The art of bow-making,WfTZ5iIUn4s,10241,1047651,581
Rodrigo Canales: The deadly genius of drug cartels,VYU25aJpg5o,7070,684217,599
Robin Nagle: What I discovered in New York City  trash,eNAHVnkll5M,2398,463966,258
Grégoire Courtine: The paralyzed rat that walked,X9FFzWUInyA,1796,86232,120
Mikko Hypponen: How the NSA betrayed the world's trust -- time to act,9CqVYUOjHLw,8490,410493,817
Arthur Benjamin: The magic of Fibonacci numbers,SjSHVDfXHQ4,120259,5895058,3350
Dambisa Moyo: Is China the new idol for emerging economies?,4Q2aznfmcYU,9183,590859,1901
Chris Downey: Design with the blind in mind,apiScBmE6rA,1856,120233,70
Mohamed Ali: The link between unemployment and terrorism,xlggecnjOY0,1413,95301,107
Stefan Larsson: What doctors can learn from each other,AFRmGkdXkxA,776,57337,35
Jane McGonigal: Massively multi-player… thumb-wrestling?,SjsG-NgmleA,1204,159040,148
Lian Pin Koh: A drone's-eye view of conservation,FIrgjCNcDBI,1172,88124,55
Greg Asner: Ecology from the air,qCrVpRBBSvY,1345,85624,126
Henry Evans and Chad Jenkins: Meet the robots for humanity,aCIukWXmlV4,2009,181752,118
Andreas Raptopoulos: No roads? There's a drone for that,9yEl0-bCA9M,1944,155949,208
"Peter Doolittle: How your ""working memory"" makes sense of the world",UWKvpFZJwcE,8306,749023,272
Jared Diamond: How societies can grow old better,yPGwA7t6bpI,1572,128976,110
Suzana Herculano-Houzel: What is so special about the human brain?,_7_XH1CBzGw,20226,801402,1198
David Steindl-Rast: Want to be happy? Be grateful,UtBsl3j0YRQ,53912,3596650,1896
Toby Eccles: Invest in social change,fi8CYv9Dcr0,680,79517,35
Geraldine Hamilton: Body parts on a chip,CpkXmtJOH84,6682,340516,344
Sally Kohn: Let’s try emotional correctness,NCJTV5KaJJc,3127,197157,400
David Lang: My underwater robot,5riPKdpuoiI,1581,259792,55
Enrique Peñalosa: Why buses represent democracy in action,j3YjeARuilI,1874,145895,300
Boyd Varty: What I learned from Nelson Mandela,FV-c2FnPnDE,3538,235197,145
Diébédo Francis Kéré: How to build with clay ... and community,MD23gIlr52Y,14411,408162,294
Eddy Cartaya: My glacier cave discoveries,tpH2fhwCzSM,166,13374,7
Stephen Cave: The 4 stories we tell ourselves about death,PB7xs7UpIfY,11257,752144,1658
Rose George: Inside the secret shipping industry,j7RsRnYlz7I,3092,258845,162
Toni Griffin: A new vision for rebuilding Detroit,AegIbt2j0sU,383,52996,144
Marco Annunziata: Welcome to the age of the industrial internet,QBDShp6U7tU,1130,138911,103
"Andrew Solomon: Depression, the secret we share",-eBUcBfkVCo,208597,6091731,9315
Krista Donaldson: The $80 prosthetic knee that's changing lives,LIy2oVJtJsA,2662,298512,194
Paul Piff: Does money make you mean?,bJ8Kq1wucsk,10116,737079,908
"Diana Nyad: Never, ever give up",Zx8uYIfUvh4,31365,2063547,821
Mick Cornett: How an obese town lost a million pounds,raCIUeGUr3s,2088,158020,108
Maysoon Zayid: I got 99 problems ... palsy is just one,buRLc2eWGPQ,84198,6620366,3502
Suzanne Talhouk: Don't kill your language,bNOiwgrZbPE,1783,140297,507
Roger Stein: A bold new way to fund drug research,9H38oQBw2HU,763,47925,87
Sandra Aamodt: Why dieting doesn't usually work,jn0Ygp7pMbA,9174,727068,601
Frederic Kaplan: How to build an information time machine,2-Ev4rU27HY,739,78701,84
Ryan Holladay: To hear this music you have to be there. Literally,-aouBn7IKIo,1883,171995,128
Harish Manwani: Profit’s not always the point,ihoR9B7p-1Q,1393,188547,144
Mark Kendall: Demo: A needle-free vaccine patch that's safer and way cheaper,BGRy5VU-LfI,2832,152918,282
Sheryl Sandberg: So we leaned in ... now what?,YraU52j3y8s,3413,355001,289
"Luke Syson: How I learned to stop worrying and love ""useless"" art",g-Uvy6pvLA4,673,84347,56
"Guy Hoffman: Robots with ""soul""",utV1sdjr4PY,11176,1554896,814
Shereen El Feki: A little-told tale of sex and sensuality,x95nwilkaio,2566,312405,243
Paula Johnson: His and hers … healthcare,vhVWzkbAW4I,773,78184,111
"Yves Morieux: As work gets more complex, 6 rules to simplify",0MD4Ymjyc2I,5295,500744,188
Joe Kowan: How I beat stage fright,lq_BVyou38s,7436,656445,249
Anant Agarwal: Why massive open online courses (still) matter,rYwTA5RA9eU,8932,640528,571
Anne Milgram: Why smart statistics are the key to fighting crime,ZJNESMhIxQ0,2292,226404,156
McKenna Pope: Want to be an activist? Start with your toys,KN_RifMS-vM,197,20325,19
"Nicolas Perony: Puppies! Now that I’ve got your attention, complexity theory",0Y8-IzP01lw,1682,130121,77
"Maya Penn: Meet a young entrepreneur, cartoonist, designer, activist ...",jVcaTtJmRNs,3435,237353,239
Esta Soler: How we turned the tide on domestic violence (Hint: the Polaroid helped),Li4-1yyrsTI,847,111617,175
"Dan Berkenstock: The world is one big dataset. Now, how to photograph it ...",7pVPmmwSeJQ,614,61999,37
Teddy Cruz: How architectural innovations migrate across borders,aG-ZeDqG8Zk,521,49878,42
Alex Wissner-Gross: A new equation for intelligence,ue2ZEmTJ_Xo,3212,199235,458
Aparna Rao: Art that craves your attention,PrZwUTdFmis,2201,100680,67
"David Puttnam: Does the media have a ""duty of care""?",erp6WIGOyFU,3,251,0
Leyla Acaroglu: Paper beats plastic? How to rethink environmental folklore,2L4B-Vpvx1A,3640,278899,267
Chris McKnett: The investment logic for sustainability,rpOwTspdwkI,1716,157605,106
"Rupal Patel: Synthetic voices, as unique as fingerprints",d38LKbYfWrs,1559,114156,121
Yann Dall'Aglio: Love -- you're doing it wrong,dJgiYBdD2VA,4048,453771,151
Molly Stevens: A new way to grow bone,fYUaWgVF2XA,1329,110925,50
Roselinde Torres: What it takes to be a great leader,aUYSDEYdmzw,12979,1619561,383
Christopher Ryan: Are we designed to be sexual omnivores?,LJhklPJz9U8,6819,397301,536
Ash Beckham: We're all hiding something. Let's find the courage to open up,uq83lU6nuS8,3303,237938,103
Siddharthan Chandran: Can the damaged brain repair itself?,0FQXicAGy5U,5477,310945,479
Catherine Bracy: Why good hackers make good citizens,QeAGu40vZzI,1207,84578,134
Michael Metcalfe: We need money for aid. So let’s print it.,NoCOagL69_s,512,59552,343
"Henry Lin: What we can learn from galaxies far, far away",YA87VEeoZLI,1219,67351,63
Annette Heuser: The 3 agencies with the power to make or break economies,tZYkjaKNr_o,1016,83788,80
Mary Lou Jepsen: Could future devices read images from our brains?,vNDhu2uqfdo,1256,79567,153
Philip Evans: How data will transform business,EHTmxmuhZ10,3974,376174,145
Christopher Soghoian: Government surveillance — this is just the beginning,FrxDrpi1XNU,2399,131523,207
Gabe Barcia-Colombo: My DNA vending machine,13rqtiAPISY,447,66074,109
Manu Prakash: A 50-cent microscope that folds like origami,h8cF5QPPmWU,25778,839801,1108
Ajit Narayanan: A word game to communicate in any language,-Z-ul0GzzM4,2262,115506,133
"Anne-Marie Slaughter: Can we all ""have it all""?",tH5iEf9oxaI,2014,182263,238
Toby Shapshak: You don't need an app for that,aT6vIq6_1OE,2136,141369,159
Carin Bondar: The birds and the bees are just the beginning,DxOfynxV98M,14,1527,2
Steven Pinker and Rebecca Newberger Goldstein: The long reach of reason,uk7gKixqVNU,3471,154932,454
Daniel Reisel: The neuroscience of restorative justice,tzJYY2p0QIc,2837,228172,176
Edward Snowden: Here's how we take back the Internet,yVwAodrjZMY,49280,3422482,4685
Chris Hadfield: What I learned from going blind in space,Zo62S0ulqhA,278388,10061809,11927
Charmian Gooch: My wish: To launch a new era of openness in business,LFJ9WAHowcg,662,46376,84
Richard Ledgett: The NSA responds to Edward Snowden's TED Talk,zLNXIXingyU,1351,241460,1238
Larry Page: Where’s Google going next?,mArrNRWQEso,13393,1106009,1064
"Ziauddin Yousafzai: My daughter, Malala",h4mmeN8gv9o,20056,922599,976
"Bran Ferren: To create for the ages, let's combine art and engineering",7qT3RpaBlJo,1747,112198,149
Ed Yong: Zombie roaches and other parasite tales,CfqO1U6lfDs,7731,305894,356
Del Harvey: Protecting Twitter users (sometimes from themselves),mAvSoNUgMno,1604,106202,233
