video_name,video_id,like_count,view_count,comment_count
"Hugh Herr: The new bionics that let us run, climb and dance",CDsNZJTWw0w,244373,15193858,13340
Geena Rocero: Why I must come out,mCZCok_u37w,13109,1086744,1357
"TED staff: It's TED, the Musical",SCtdx0Xe1GA,1142,65189,54
Allan Adams: The discovery that could rewrite physics,ZdDjexbxVzM,2706,215617,369
Bill and Melinda Gates: Why giving away our wealth has been the most satisfying thing we've done,aSL-iIskEFU,32484,2937775,4516
"Jennifer Golbeck: Your social media ""likes"" expose more than you think",hgWie9dnssU,3773,383968,276
Lawrence Lessig: The unstoppable walk to political reform,mWfCqsFP05A,1796,99284,251
Amanda Burden: How public spaces make cities work,j7fRIGphgtk,13059,553435,275
Christopher Emdin: Teach teachers how to create magic,H3ddtbeduoo,5732,425789,207
Louie Schwartzberg: Hidden miracles of the natural world,FiZqn6fV-4Y,46485,4405152,1543
David Sengeh: The sore problem of prosthetic limbs,rvkMauaHxBw,1899,112096,67
Gabby Giffords and Mark Kelly: Be passionate. Be courageous. Be your best.,M6TMSQWI9m4,1440,127269,377
David Brooks: Should you live for your résumé ... or your eulogy?,MlLWTeApqIM,3077,263445,211
"Jennifer Senior: For parents, happiness is a very high bar",DOgsYATbV-s,2596,305747,191
Norman Spack: How I help transgender teens become who they want to be,rzbtSeVZeEE,3120,138287,339
Jeremy Kasdin: The flower-shaped starshade that might help us detect Earth-like planets,XYNUpQrZISc,2820,149180,218
Matthew Carter: My life in typefaces,xjxyEwjG2Es,3403,182648,114
Sarah Lewis: Embrace the near win,IS_upr6ayqw,3008,298583,81
Michel Laberge: How synchronized hammer strikes could generate nuclear fusion,2m9kC1yRnLQ,8125,389176,674
Hamish Jolly: A shark-deterrent wetsuit (and it's not what you think),DCIL2nvU4x8,3031,406465,307
James Patten: The best computer interface? Maybe ... your hands,5WI6ZqCUNk0,2446,112770,97
"Elizabeth Gilbert: Success, failure and the drive to keep creating",_waBFUg_oT8,28220,1467266,421
Wendy Chung: Autism — what we know (and what we don't know yet),wKlMcLTqRLs,26182,2381954,4757
"David Epstein: Are athletes really getting faster, better, stronger?",8COaMKbNrX0,139593,6981353,5822
Andrew Bastawrous: Get your next eye exam on a smartphone,xPTmHKlH7s4,2190,111535,79
Gavin Schmidt: The emergent patterns of climate change,JrJJxn-gCdo,2042,178693,480
Sarah Jones: What does the future hold? 11 characters offer quirky answers,YlmZkY1uqXM,3987,249655,311
Mellody Hobson: Color blind or color brave?,oKtALHe3Y9Q,12243,1144108,838
"Marco Tempest: And for my next trick, a robot",FJJe8PXEUhk,35420,2178109,1806
Stanley McChrystal: The military case for sharing knowledge,9jRkACywckE,1351,108801,138
"Randall Munroe: Comics that ask ""what if?""",I64CQp6z0Pk,27084,1081414,592
Mark Ronson: How sampling transformed music,H3TF-hI7zKc,62103,3547267,2880
"William Black: How to rob a bank (from the inside, that is)",ClfBxWPkBKU,2193,147585,203
"Deborah Gordon: What ants teach us about the brain, cancer and the Internet",aL00a3sfnYM,1128,79086,58
Kevin Briggs: The bridge between suicide and life,7CIq4mtiamY,121951,4321501,11013
Tristram Wyatt: The smelly mystery of the human pheromone,f-Oupk_4VVo,4196,324492,176
Rives: The Museum of Four in the Morning,C0byYFXjRJM,5069,285657,353
Simon Sinek: Why good leaders make you feel safe,lmyZMtPVodo,160451,10097252,2367
"Jackie Savitz: Save the oceans, feed the world!",9XFeW9dgyIs,1048,87261,96
Andrew Solomon: How the worst moments in our lives make us who we are,RiM5a-vaNkg,65322,2894668,2067
Chris Kluwe: How augmented reality will change sports ... and build empathy,AgMOJC5R4F8,1332,130245,163
Wes Moore: How to talk to veterans about the war,5P04stEjJ9E,4692,250927,315
Sebastian Junger: Why veterans miss war,TGZMSmcuiXM,82434,2909824,5492
Jon Mooallem: How the teddy bear taught us compassion,EEjyPqyFe_s,1417,97692,49
Kitra Cahana: A glimpse of life on the road,YD5PFdghryc,1939,194855,140
"Stephen Friend: The hunt for ""unexpected genetic heroes""",Yagdvqn2YMU,814,62760,48
Sting: How I started writing songs again,oy25A7vnigg,18651,1024437,1257
Ray Kurzweil: Get ready for hybrid thinking,PVXQUItNEDQ,9383,532986,957
Dan Gilbert: The psychology of your future self,XNbaR54Gpj4,13877,844523,274
Stephen Burt: Why people need poetry,08ZWROqoTZo,4315,301921,426
"Robert Full: The secrets of nature's grossest creatures, channeled into robots",ekUh9AW1hKg,1269,81436,82
Yoruba Richen: What the gay rights movement learned from the civil rights movement,eZj5n8ScTkI,1566,90423,212
"Stella Young: I'm not your inspiration, thank you very much",8K9Gg164Bsw,24726,1615524,1050
Keren Elazari: Hackers: the Internet's immune system,erCAp_Bd0AQ,22359,1011668,690
Will Potter: The shocking move to criminalize nonviolent protest,JNt1k3ohkbs,2641,92205,197
Uri Alon: Why science demands a leap into the unknown,F1U26PLiXjM,2721,155306,93
AJ Jacobs: The world's largest family reunion ... we're all invited!,2_lBiFZ85d0,1817,138384,75
Kwame Anthony Appiah: Is religion good or bad? (This is a trick question),X2et2KO8gcY,1523,155487,509
"Anne Curzan: What makes a word ""real""?",F6NU0DMjv0Y,3730,246680,276
Ruth Chang: How to make hard choices,8GQZuzIdeQQ,43187,1939482,1298
Jamila Lyiscott: 3 ways to speak English,k9fmJ5xQ_mc,21718,1494462,1141
Billy Collins: Two poems about what dogs think (probably),DOvbl3ZPPV4,1937,214702,92
Shaka Senghor: Why your worst deeds don’t define you,GtXyGFMBWBs,3567,182614,280
Lorrie Faith Cranor: What’s wrong with your pa$$w0rd?,0SkdP36wiAU,1560,140953,153
Naomi Oreskes: Why we should trust scientists,RxyQNEVOElU,3942,239472,677
Ge Wang: The DIY orchestra of the future,ol1b5mMeP7s,2004,103925,137
Julian Treasure: How to speak so that people want to listen,eIho2S0ZahI,979149,44780270,13295
Chris Domas: The 1s and 0s behind cyber warfare,cWpRxyqDgpM,1975,162719,282
Sara Lewis: The loves and lies of fireflies,fm_0sTNcDIo,892,69442,78
Simon Anholt: Which country does the most good for the world?,1X7fZoDs9KU,87765,5142241,12248
Paul Bloom: Can prejudice ever be a good thing?,KDBcoRLkut8,2676,187165,188
George Takei: Why I love a country that once betrayed me,LeBKBFAPwNc,38229,1662998,3868
"Joi Ito: Want to innovate? Become a ""now-ist""",vRAMQJJu7uY,62,5304,1
Nicholas Negroponte: A 30-year history of the future,5b5BDoddOLA,3213,301473,179
Renata Salecl: Our unhealthy obsession with choice,NRXCxJGQ4KY,1329,111261,141
Karima Bennoune: When people of Muslim heritage challenge fundamentalism,SD_jySgN_Tk,68,4932,5
David Kwong: Two nerdy obsessions meet -- and it's magic,_qCWAsd2GP8,3026,177129,355
David Chalmers: How do you explain consciousness?,uhRhtFFhNzQ,20750,1453906,4195
Nikolai Begg: A tool to fix one of the most dangerous moments in surgery,NBX0awXpOPQ,7,905,1
Shih Chieh Huang: Sculptures that’d be at home in the deep sea,OP7ENrKYA20,558,51314,31
Heather Barnett: What humans can learn from semi-intelligent slime,2UxGrde1NDA,9675,522467,433
Ze Frank: Are you human?,ccIt-qRQBoI,61854,1762014,1985
Shai Reshef: An ultra-low-cost college degree,6kH-uYwt0qs,6091,4883598,608
"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",quJdL9ggETI,3417,265394,143
Hubertus Knabe: The dark secrets of a surveillance state,IWjzT2l5C34,1934,136663,297
Janet Iwasa: How animations can help scientists test a hypothesis,YvyeI-Axb70,1197,66670,52
Megan Washington: Why I live in mortal dread of public speaking,xDH0BfsPVS8,4667,269761,162
Talithia Williams: Own your body's data,_GMVTJ9ZKVc,2121,125212,90
"Nick Hanauer: Beware, fellow plutocrats, the pitchforks are coming",q2gO4DKVpa8,43628,1572587,10261
Dan Pacholke: How prisons can help inmates live meaningful lives,GB6fO0Tylvs,1095,75582,56
Eric Liu: Why ordinary people need to understand power,Cd0JH1AreDw,9754,628644,569
Clint Smith: The danger of silence,NiKtZgImdlY,43929,2439577,865
Tim Berners-Lee: A Magna Carta for the web,rCplocVemjo,2195,157507,193
"Aziza Chaouni: How I brought a river, and my city, back to life",b4UFlldZuKk,795,62947,35
Jarrett J. Krosoczka: Why lunch ladies are heroes,6ra1MIKlYB0,2088,153718,104
"Laurel Braitman: Depressed dogs, cats with OCD — what animal madness means for us humans",8vNIrPeRGlM,2903,264682,189
"Ziyah Gafić: Everyday objects, tragic histories",NPX5RwjNzl0,737,59786,58
Martin Rees: Can we prevent the end of the world?,tMSU6k5-WXg,2171,152271,248
"Rose Goslinga: Crop insurance, an idea worth seeding",RPjqPHCMJHU,888,54745,78
Meera Vijayann: Find your voice against gender violence,sLo97Bu8Fo0,1615,125398,203
Sally Kohn: Don't like clickbait? Don't click,kEKzl6fub2w,1877,151065,255
"Jill Shargaa: Please, please, people. Let's put the 'awe' back in 'awesome'",uSD6RlqHwOk,1932,179718,269
Jim Holt: Why does the universe exist?,zORUUqJd81M,89197,8034363,24371
Isabel Allende: How to live passionately—no matter your age,5ifMRNag2XU,6520,459855,208
"Shubhendu Sharma: An engineer's vision for tiny forests, everywhere",3BgPFIKCaOQ,7221,298037,293
Colin Grant: How our stories cross over,05jJodDVJRQ,801,100209,69
Zak Ebrahim: I am the son of a terrorist. Here's how I chose peace.,lyR-K2CZIHQ,96621,3367850,4411
Dan Barasch: A park underneath the hustle and bustle of New York City,nLecuOcB3dA,875,75701,65
Hans and Ola Rosling: How not to be ignorant about the world,Sm5xF-UYgdg,47890,3021155,1847
Uldus Bakhtiozina: Wry photos that turn stereotypes upside down,CxEqV8WtfOo,2152,110620,153
Rishi Manchanda: What makes us get sick? Look upstream,dJEwC4wCM70,2587,222930,112
Andrew Connolly: What's the next window into our universe?,cI9vSC1eQ18,1343,84583,57
Mac Barnett: Why a good book is a secret door,LPrS7-kx9Y0,7407,327672,195
Avi Reichental: What's next in 3D printing,KOIsqRgJ3XM,3210,260141,230
Antonio Donato Nobre: The magic of the Amazon: A river that flows invisibly all around us,CIesJyZUWTY,1274,136043,97
Lord Nicholas Stern: The state of the climate — and what we might do about it,Gmai4zkKNcM,1322,86294,105
Kenneth Cukier: Big data is better data,8pHzROP1D-w,5279,539079,159
Eman Mohammed: The courage to tell a hidden story,9Eobo04R7-Y,2010,99751,157
Matthew O'Reilly: “Am I dying?” The honest answer.,IaMnRrrQx48,4209,304535,236
Moshe Safdie: How to reinvent the apartment building,c-KnaYZJg48,3587,206872,144
Francis de los Reyes: Sanitation is a basic human right,CdZJ0SMbh10,972,58689,65
Susan Colantuono: The career advice you probably didn’t get,JFQLvbVJVMg,2249,304889,192
Gail Reed: Where to train the world's doctors? Cuba.,rS_Ssisz2_M,1487,82692,267
Nancy Kanwisher: A neural portrait of the human mind,5Yj3nGv0kn8,4342,194536,154
Daria van den Bercken: Why I take the piano on the road ... and in the air,7hQ0rgVfsP8,1562,138902,84
Thomas Piketty: New thoughts on capital in the twenty-first century,JKsHhXwqDqM,5844,454868,642
Meaghan Ramsey: Why thinking you're ugly is bad for you,MyUreckKJ1Y,427,47809,23
Pia Mancini: How to upgrade democracy for the Internet era,NXfYNdapq3Q,2477,114905,244
Dilip Ratha: The hidden force in global economics: sending money home,Oj8eFu72_fc,1491,94937,106
Glenn Greenwald: Why privacy matters,pcSlowAhvUk,19994,905902,1087
Jeff Iliff: One more reason to get a good night's sleep,MJK-dMlATmM,24364,1718960,793
Myriam Sidibe: The simple power of hand-washing,c64M1tZyWPM,1492,167816,130
Jorge Soto: The future of early cancer detection?,dm4fvbrMLPw,2641,137008,115
"Melissa Fleming: Let's help refugees thrive, not just survive",1bXAkbCyjpo,2166,162860,297
"Kitra Cahana: My father, locked in his body but soaring free",Qb-D6PTcmfs,928,87711,113
Susan Etlinger: What do we do with all this big data?,AWPrOvzzqZk,1127,155178,93
"Fred Swaniker: The leaders who ruined Africa, and the generation who can fix it",kcEIsbO0ivA,5340,261739,497
Joy Sun: Should you donate differently?,bArH8r8jJ4g,1454,115929,117
Fabien Cousteau: What I learned from spending 31 days underwater,MbBHVL4hT90,1455,102952,82
"Marc Abrahams: A science award that makes you laugh, then think",VIa8ssUZnno,35,5719,0
Kimberley Motley: How I defend the rule of law,Td2hfdXQ5x8,3259,173149,203
Sergei Lupashin: A flying camera ... on a leash,X4LOF6ftJVU,1114,113099,104
Frans Lanting: Photos that give voice to the animal kingdom,9F8-jp_6Uqg,1382,381263,81
"Debra Jarvis: Yes, I survived cancer. But that doesn't define me",4n8qT0vQbWk,805,60193,50
Jeremy Heimans: What new power looks like,j-S03JfgHEA,1591,152815,72
Alessandra Orofino: It’s our city. Let’s fix it,zMGE3mbS9NY,1118,95743,116
Ameenah Gurib-Fakim: Humble plants that hide surprising secrets,HCgv_HNoJrY,973,71884,62
Kare Anderson: Be an opportunity maker,_Wiw-BLX_3k,1754,142643,38
Alejandro Aravena: My architectural philosophy? Bring the community into the process,o0I0Poe3qlg,15012,719745,243
Haas&Hahn: How painting can transform communities,iCXfJVCg1LA,3637,218964,122
Ramanan Laxminarayan: The coming crisis in antibiotics,iWHq2m_Hwhw,1388,105705,176
Michael Green: What the Social Progress Index can reveal about your country,N8Votwxx8a0,2320,142259,196
Ethan Nadelmann: Why we need to end the War on Drugs,uWfLwKH_Eko,7744,323808,701
Leana Wen: What your doctor won’t disclose,lVQ3KUTHDe0,14144,611563,1420
Vincent Moon and Naná Vasconcelos: Hidden music rituals around the world,7nZqiPLCvM4,955,84230,72
David Grady: How to save the world (or at least yourself) from bad meetings,F6Qo8IDsVNg,2978,435382,70
Will Marshall: Tiny satellites show us the Earth as it changes in near-real-time,UHkEbemburs,4993,234562,357
Nancy Frates: Meet the mom who started the Ice Bucket Challenge,lr-mXnUoUXM,901,86118,83
Joe Landolina: This gel can make you stop bleeding instantly,e-5wqwp64MM,4127,198885,317
Rosie King: How autism freed me to be myself,jQ95xlZeHo8,13612,843738,1287
Mark Plotkin: What the people of the Amazon know that you don't,_XJ20tt5nPQ,4843,245377,316
Emily Balcetis: Why some people find exercise harder than others,QeIrdqU0o9s,5597,538383,401
Pico Iyer: The art of stillness,aUBawr1hUwo,7513,463254,179
Oren Yakobovich: Hidden cameras that film injustice in the world’s most dangerous places,_1VpOweDio8,2064,116562,104
Ben Saunders: To the South Pole and back — the hardest 105 days of my life,agTZLKFUKEY,1024,86373,43
Rainer Strack: The workforce crisis of 2030 -- and how to start solving it now,ux1GxExRUUY,2467,215352,151
Barbara Natterson-Horowitz: What veterinarians know that physicians don't,2tBuvxXxlS4,8872,304732,505
"Aakash Odedra: A dance in a hurricane of paper, wind and light",T49IjKho5y8,883,95061,181
Jose Miguel Sokoloff: How Christmas lights helped guerrillas put down their guns,0Fi83BHQsMA,1245,96307,57
Anastasia Taylor-Lind: Fighters and mourners of the Ukrainian revolution,hDLI_Et8hBs,746,48871,258
Thomas Hellum: The world's most boring television ... and why it's hilariously addictive,jxKUDXrtDFI,4349,276577,294
Catherine Crump: The small and surprisingly dangerous detail the police track about you,mt4o-R9wzrs,1719,130038,468
Dave Troy: Social maps that reveal a city's intersections — and separations,PhVP1tNeGyY,679,75416,44
Vernā Myers: How to overcome our biases? Walk boldly toward them,uYyvbgINZkQ,6443,618377,475
Jeremy Howard: The wonderful and terrifying implications of computers that can learn,t4kyRyKyOpo,8111,600831,745
Carol Dweck: The power of believing that you can improve,_X0mgOOSpLU,129190,6410393,2385
Bruno Torturra: Got a smartphone? Start broadcasting,2r_qTWYOIog,1345,128430,83
Mundano: Trash cart superheroes,jT8G44XPYW8,1004,60333,43
"Erin McKean: Go ahead, make up new words!",pMUv6UWkuWw,4335,255379,230
"Michael Rubinstein: See invisible motion, hear silent sounds",fHfhorJnAEI,6525,320595,257
Asha de Vos: Why you should care about whale poo,sW9sr2_Z5kk,1348,95713,60
Daniele Quercia: Happy maps,AJg9SXIcPiM,2487,172977,54
"Aziz Abu Sarah: For more tolerance, we need more ... tourism?",TVtgb153S6I,1759,139531,70
"Fredy Peccerelli: A forensic anthropologist who brings closure for the ""disappeared""",3zqZPujAPuc,1286,79636,43
Tasso Azevedo: Hopeful lessons from the battle to save rainforests,u70RZtCJ_rI,853,72372,28
Navi Radjou: Creative problem-solving in the face of extreme limits,cHRZ6OrSvvI,3101,230161,68
Robert Swan: Let's save the last pristine continent,ZIVSJYazE9s,1154,89222,88
Robert Muggah: How to protect fast-growing cities from failing,rokPqHc9iD0,709,52474,52
Cristina Domenech: Poetry that frees the soul,yL4VLsdxrN0,952,65069,42
Matthieu Ricard: How to let altruism be your guide,_p_GKCr8rq8,5288,285970,273
Sarah Bergbreiter: Why I make robots the size of a grain of rice,PtBKP4fVAvI,4339,290021,267
"Joe Madiath: Better toilets, better life",eD9F5HdyKqU,776,46255,38
Morgana Bailey: The danger of hiding who you are,t2gbcVaZ448,14172,686411,1041
Miguel Nicolelis: Brain-to-brain communication has arrived. How we did it,HQzXqjT0w3k,4701,161046,323
"Severine Autesserre: To solve mass violence, look to locals",sHdYaMyR5-8,419,48368,88
Khadija Gbla: My mother’s strange definition of empowerment,v84pD2g3gSk,2024,84943,255
Bassam Tariq: The beauty and diversity of Muslim life,x1177phymxY,3175,117951,557
"Zeynep Tufekci: Online social change: easy to organize, hard to win",Mo2Ai7ESNL8,1638,141729,102
Bruce Aylward: Humanity vs. Ebola. How we could win a terrifying war,ZChEFOGSn8Q,175,17433,62
"Ben Ambridge: 10 myths about psychology, debunked",vHhn7z6BA0w,1281,117597,69
"Tom Wujec: Got a wicked problem? First, tell me how you make toast",_vS_b7cJn2A,11018,1006795,192
Brian Dettmer: Old books reborn as art,mqovAg11q-c,2688,160063,114
Jaap de Roode: How butterflies self-medicate,fbAj9JfCXng,681,51048,62
Ricardo Semler: How to run a company with (almost) no rules,k4vzhweOefs,7741,460319,172
"Kenneth Shinozuka: My simple invention, designed to keep my grandfather safe",tFX1nQLZUVM,2916,237368,156
Hannah Fry: The mathematics of love,yFVXsjVdvmY,27700,1375401,904
Guy Winch: Why we all need to practice emotional first aid,F2hc2FLOdhI,196877,5226439,3326
Nadine Burke Harris: How childhood trauma affects health across a lifetime,95ovIJ3dsNk,180618,7095335,8817
"Laura Boushnak: For these women, reading is a daring act",tJ8sXl_HrjM,1527,139179,58
"Angelo Vermeulen: How to go to space, without having to go to space",S2H_8IfxzT4,726,78446,66
James A. White Sr.: The little problem I had renting a house,N6LxuFpDIYM,2229,91680,180
